Date,UBS,HPQ,UNH,JNJ,JPM,HD
2020-01-10,11.299432754516602,18.60764503479004,277.4184875488281,129.28802490234375,119.90312957763672,202.42630004882812
2020-01-13,11.395191192626953,18.677276611328125,268.6954650878906,129.8584747314453,120.89886474609375,201.6318817138672
2020-01-14,11.438718795776367,18.625049591064453,270.9419860839844,130.58932495117188,122.30876159667969,201.1533966064453
2020-01-15,11.386486053466797,18.642457962036133,278.62176513671875,131.02603149414062,120.47589874267578,202.7603759765625
2020-01-16,11.490949630737305,18.86003875732422,282.6917724609375,132.08663940429688,120.94293212890625,206.57925415039062
2020-01-17,11.438718795776367,19.121139526367188,280.5581359863281,132.95118713378906,121.78004455566406,209.36891174316406
2020-01-21,10.89028549194336,19.112436294555664,282.4944152832031,133.0403289794922,120.58163452148438,210.30776977539062
2020-01-22,11.168853759765625,19.086326599121094,282.5508728027344,132.13121032714844,120.44063568115234,210.2626495361328
2020-01-23,11.151444435119629,19.234277725219727,281.48870849609375,132.3807830810547,120.3172607421875,210.9397430419922
2020-01-24,11.012158393859863,19.12984275817871,275.23773193359375,132.193603515625,117.33004760742188,209.45013427734375
2020-01-27,10.846760749816895,18.781705856323242,267.04107666015625,132.57681274414062,116.3431396484375,208.71890258789062
2020-01-28,10.838054656982422,18.83392906188965,268.7142333984375,133.2452850341797,118.45796203613281,211.12933349609375
2020-01-29,10.898992538452148,18.651159286499023,265.92242431640625,134.17222595214844,118.28173065185547,211.27378845214844
2020-01-30,10.942516326904297,18.738191604614258,264.11767578125,134.01182556152344,119.74452209472656,210.16334533691406
2020-01-31,10.768412590026855,18.555423736572266,256.0997009277344,132.68377685546875,116.63390350341797,205.92919921875
2020-02-03,10.733591079711914,18.538015365600586,257.5754089355469,133.8424530029297,117.5239028930664,209.03485107421875
2020-02-04,10.846760749816895,18.755599975585938,263.98602294921875,135.1169891357422,119.21578979492188,212.15853881835938
2020-02-05,11.107918739318848,18.95577621459961,277.9825134277344,137.2471160888672,121.24253845214844,214.9662322998047
2020-02-06,11.203675270080566,19.007997512817383,274.90875244140625,136.83717346191406,121.26014709472656,215.6253204345703
2020-02-07,11.273316383361816,18.912260055541992,271.8631896972656,135.37545776367188,120.87244415283203,214.2349853515625
2020-02-10,11.3690767288208,19.060213088989258,269.8046569824219,135.34873962402344,121.37468719482422,217.2232666015625
2020-02-11,11.46483325958252,19.34742546081543,273.3389587402344,135.46458435058594,121.60382080078125,218.1531524658203
2020-02-12,11.665054321289062,19.56501007080078,285.2674865722656,134.66241455078125,121.60382080078125,218.1079864501953
2020-02-13,11.499654769897461,19.338720321655273,284.06427001953125,133.7711639404297,121.49807739257812,218.80316162109375
2020-02-14,11.421308517456055,19.469270706176758,280.8494567871094,133.80679321289062,121.12799072265625,221.21363830566406
2020-02-18,11.438718795776367,19.356122970581055,284.00787353515625,132.92442321777344,119.52421569824219,220.22958374023438
2020-02-19,11.447422981262207,19.521488189697266,286.9876403808594,132.7462158203125,121.1543960571289,219.95875549316406
2020-02-20,11.551886558532715,19.70426368713379,283.9985046386719,132.2381591796875,121.1543960571289,223.0102081298828
2020-02-21,11.264612197875977,19.756479263305664,283.3404235839844,133.6285400390625,119.67401123046875,221.4935302734375
2020-02-24,10.663949012756348,19.234277725219727,261.1191711425781,130.8749237060547,116.45767211914062,216.4017333984375
2020-02-25,10.28962230682373,20.322193145751953,247.58335876464844,129.74476623535156,111.25868225097656,214.3072052001953
2020-02-26,10.254801750183105,19.765180587768555,247.21669006347656,128.8746795654297,111.59352111816406,212.41131591796875
2020-02-27,9.819538116455078,19.04280662536621,238.681640625,124.78453826904297,106.94966125488281,202.88674926757812
2020-02-28,9.575791358947754,18.094148635864258,239.65924072265625,120.62269592285156,102.31462097167969,196.66647338867188
2020-03-02,9.802127838134766,19.025402069091797,256.719970703125,125.59185791015625,107.08184814453125,207.59034729003906
2020-03-03,9.488739013671875,18.0593318939209,245.7127227783203,121.61831665039062,103.06364440917969,205.78475952148438
2020-03-04,9.680254936218262,18.79911994934082,272.0513000488281,128.69529724121094,105.61027526855469,217.6475830078125
2020-03-05,9.20146369934082,18.74690055847168,265.9788513183594,127.37674713134766,100.42887878417969,211.9869842529297
2020-03-06,9.105708122253418,18.633750915527344,266.83428955078125,127.3946762084961,95.23869323730469,206.2993621826172
2020-03-09,8.069780349731445,16.501445770263672,257.03021240234375,122.38069915771484,82.3381118774414,190.0037841796875
2020-03-10,8.722676277160645,17.385204315185547,263.19647216796875,127.04489135742188,88.73552703857422,203.76246643066406
2020-03-11,8.252591133117676,17.00745391845703,261.10968017578125,118.2188491821289,84.55870819091797,193.48348999023438
2020-03-12,7.2166643142700195,15.382253646850586,235.38229370117188,112.48728942871094,77.58851623535156,173.21627807617188
2020-03-13,7.895674705505371,15.092362403869629,256.8218994140625,120.45225524902344,91.56413269042969,186.92161560058594
2020-03-16,6.659527778625488,12.702879905700684,212.45106506347656,114.0300521850586,77.8616943359375,149.92266845703125
2020-03-17,7.286305904388428,12.650171279907227,230.55816650390625,122.51528930664062,82.62010192871094,157.81138610839844
2020-03-18,7.0425591468811035,11.516928672790527,204.91751098632812,121.05323791503906,73.92276000976562,141.44314575195312
2020-03-19,7.399474620819092,12.650171279907227,207.5042266845703,113.95830535888672,75.1652603149414,146.4417724609375
2020-03-20,7.103496074676514,12.254853248596191,195.03318786621094,107.53610229492188,73.57910919189453,138.28036499023438
2020-03-23,6.877159118652344,12.035232543945312,183.9593505859375,99.68772888183594,69.64022064208984,147.58694458007812
2020-03-24,7.799916744232178,13.5901517868042,207.5042266845703,106.89925384521484,77.9233627319336,167.88137817382812
2020-03-25,8.017548561096191,13.511086463928223,221.37245178222656,107.09658813476562,80.83131408691406,165.1912078857422
2020-03-26,8.592096328735352,15.760004997253418,241.10328674316406,113.52776336669922,86.46208953857422,177.4151153564453
2020-03-27,8.148127555847168,14.811244010925293,228.8871612548828,110.46914672851562,80.30257415771484,173.179931640625
2020-03-30,8.287412643432617,15.67215633392334,237.2232208251953,119.30419158935547,82.39098358154297,178.22402954101562
2020-03-31,8.061075210571289,15.250490188598633,235.4294891357422,117.6178970336914,79.33325958251953,169.6900177001953
2020-04-01,7.747684955596924,13.036705017089844,224.0441436767578,115.53695678710938,74.33695220947266,162.3465118408203
2020-04-02,7.834738254547119,13.607719421386719,226.98959350585938,119.42972564697266,77.11268615722656,164.78221130371094
2020-04-03,7.69545316696167,12.720450401306152,216.6521759033203,120.34463500976562,74.8333969116211,162.41012573242188
2020-04-06,8.322234153747559,13.177261352539062,234.4476776123047,125.35860443115234,79.65015411376953,173.88885498046875
2020-04-07,8.348349571228027,13.28268051147461,234.16445922851562,123.31354522705078,80.70076751708984,174.76132202148438
2020-04-08,8.348349571228027,13.809772491455078,252.84744262695312,128.4979705810547,83.95941925048828,177.06068420410156
2020-04-09,8.748790740966797,14.029393196105957,249.35440063476562,126.67716979980469,91.49172973632812,183.15899658203125
2020-04-13,8.452811241149902,13.65164566040039,248.7690887451172,125.36758422851562,87.42286682128906,180.66879272460938
2020-04-14,8.618212699890137,13.985468864440918,255.3679656982422,130.98251342773438,85.02782440185547,188.28488159179688
