Date,NVS,SNY,CSCO,KO,PEP,TWX
2019-11-25,75.04690551757812,40.40757751464844,39.52510452270508,46.2526969909668,117.89079284667969,
2019-11-26,75.72093963623047,40.12325668334961,39.403350830078125,46.84368133544922,119.5380630493164,
2019-11-27,75.77847290039062,39.95956039428711,39.34247970581055,46.88713455200195,119.72306823730469,
2019-11-29,75.868896484375,40.21803665161133,39.403350830078125,46.755794525146484,119.65260314941406,
2019-12-02,75.15376281738281,39.477081298828125,38.87287139892578,47.062255859375,119.6966323852539,
2019-12-03,74.8167495727539,39.24445724487305,38.507625579833984,47.10602569580078,119.32666778564453,
2019-12-04,75.26062774658203,40.157718658447266,38.1684684753418,47.535064697265625,120.947509765625,
2019-12-05,75.32637786865234,39.70109176635742,37.846702575683594,47.44750213623047,120.94306182861328,
2019-12-06,75.67984008789062,39.65800857543945,38.12498474121094,47.648887634277344,121.84786987304688,
2019-12-09,76.05795288085938,39.0290641784668,38.17716598510742,47.342430114746094,121.67046356201172,
2019-12-10,76.27989196777344,41.43284606933594,38.3510856628418,47.07976150512695,120.88099670410156,
2019-12-11,76.47716522216797,42.22548294067383,38.507625579833984,47.237361907958984,121.61725616455078,
2019-12-12,76.49359130859375,42.656272888183594,39.71642303466797,47.403724670410156,121.68822479248047,
2019-12-13,76.4360580444336,42.89751052856445,39.394649505615234,47.648887634277344,122.36238098144531,
2019-12-16,76.50181579589844,43.48337936401367,39.98601150512695,47.648887634277344,121.58177185058594,
2019-12-17,76.94569396972656,43.24213790893555,40.38604736328125,47.648887634277344,120.79228973388672,
2019-12-18,76.64977264404297,43.397220611572266,40.55997085571289,47.20234680175781,120.61488342285156,
2019-12-19,77.48818969726562,43.44891357421875,41.638336181640625,47.56133270263672,121.0583724975586,
2019-12-20,77.50463104248047,43.55229949951172,41.264381408691406,48.130455017089844,122.34464263916016,
2019-12-23,77.98139190673828,43.34552764892578,41.82964324951172,48.07792663574219,121.56401062011719,
2019-12-24,77.9402847290039,43.43168258666992,41.55136489868164,47.90280532836914,121.43093872070312,
2019-12-26,77.93206024169922,43.33690643310547,41.612239837646484,48.17422866821289,121.2535400390625,
2019-12-27,78.39237976074219,43.81938934326172,41.54266357421875,48.46317672729492,122.00753784179688,
2019-12-30,77.71835327148438,43.24213790893555,41.386138916015625,48.393131256103516,121.35997009277344,
2019-12-31,77.83342742919922,43.250755310058594,41.70789337158203,48.46317672729492,121.23577880859375,
2020-01-02,78.04714965820312,43.664306640625,42.41748046875,48.1479606628418,120.48179626464844,
2020-01-03,77.91563415527344,43.73323440551758,41.72541046142578,47.885292053222656,120.31324768066406,
2020-01-06,78.44169616699219,44.155399322509766,41.87434387207031,47.867774963378906,120.7745361328125,
2020-01-07,77.66081237792969,43.715999603271484,41.602783203125,47.50004196166992,118.87615966796875,
2020-01-08,77.66081237792969,43.92277526855469,41.629058837890625,47.58759689331055,119.4883041381836,
2020-01-09,77.89917755126953,44.077857971191406,41.453853607177734,48.45441818237305,119.568115234375,
2020-01-10,77.15119171142578,44.474178314208984,41.28739547729492,48.62077331542969,119.33747863769531,
2020-01-13,77.02788543701172,44.293251037597656,42.02327346801758,49.146121978759766,121.1115951538086,
2020-01-14,77.57861328125,43.92277526855469,41.86558532714844,49.03229522705078,121.3954849243164,
2020-01-15,77.75945281982422,44.155399322509766,42.05830764770508,49.64519500732422,123.48008728027344,
2020-01-16,78.17044067382812,44.10370635986328,42.969383239746094,49.750274658203125,123.84380340576172,
2020-01-17,78.8526840209961,44.14678192138672,42.9431037902832,49.855342864990234,125.3074722290039,
2020-01-21,78.24442291259766,43.259368896484375,42.75037384033203,50.05672836303711,125.8396987915039,
2020-01-22,78.26085662841797,42.561500549316406,42.986907958984375,50.44197463989258,127.18806457519531,
2020-01-23,78.02247619628906,42.73380661010742,42.92558288574219,50.63460159301758,127.42755889892578,
2020-01-24,77.15940856933594,41.98424530029297,42.79417419433594,50.503265380859375,126.78001403808594,
2020-01-27,77.01966094970703,41.15713882446289,41.585262298583984,50.328155517578125,126.08809661865234,
2020-01-28,78.53211212158203,41.587928771972656,41.84805679321289,49.916629791259766,126.35419464111328,
2020-01-29,78.69649505615234,42.05317306518555,41.21732711791992,49.916629791259766,125.72438049316406,
2020-01-30,78.84446716308594,41.880855560302734,41.383766174316406,51.536441802978516,127.5872573852539,
2020-01-31,77.68547821044922,41.587928771972656,40.27119827270508,51.13368225097656,125.98164367675781,
2020-02-03,77.47175598144531,41.682701110839844,40.76178741455078,51.291282653808594,126.41626739501953,
2020-02-04,78.17044067382812,41.90670394897461,41.71665573120117,51.51893615722656,127.04611206054688,
2020-02-05,79.21434783935547,42.49256896972656,42.44376754760742,51.52769470214844,128.00413513183594,
2020-02-06,79.69933319091797,44.508644104003906,42.65401077270508,51.6502685546875,128.03079223632812,
2020-02-07,78.77049255371094,43.96585464477539,42.02327346801758,51.82538604736328,128.9532928466797,
