Date,RMD,NKTR,AMD,FCX,LRCX,SPX
2014-04-10,39.375545501708984,11.020000457763672,3.8499999046325684,29.11363983154297,45.88742446899414,0.046939998865127563
2014-04-11,38.70477294921875,10.529999732971191,3.6500000953674316,28.832927703857422,45.50698471069336,0.046939998865127563
2014-04-14,40.02892303466797,10.579999923706055,3.7100000381469727,29.488224029541016,45.515628814697266,0.046939998865127563
2014-04-15,40.81294250488281,10.880000114440918,3.7899999618530273,29.231416702270508,45.28217315673828,0.046939998865127563
2014-04-16,40.49933624267578,11.050000190734863,3.759999990463257,29.231416702270508,45.05736541748047,0.046939998865127563
2014-04-17,41.326900482177734,10.970000267028809,3.690000057220459,29.231416702270508,45.60210037231445,0.046939998865127563
2014-04-21,41.2746467590332,11.050000190734863,4.119999885559082,29.204849243164062,45.6280403137207,0.046939998865127563
2014-04-22,41.4662971496582,12.260000228881836,4.300000190734863,29.488224029541016,45.870140075683594,0.046939998865127563
2014-04-23,40.7258186340332,11.960000038146973,4.25,29.665328979492188,45.178409576416016,0.046939998865127563
2014-04-24,41.3007698059082,11.869999885559082,4.28000020980835,30.04610252380371,50.3750114440918,0.04766999930143356
2014-04-25,41.666656494140625,11.220000267028809,4.050000190734863,30.116945266723633,48.740806579589844,0.04766999930143356
2014-04-28,41.9454231262207,11.1899995803833,3.9600000381469727,30.01068115234375,48.87051010131836,0.04332999885082245
2014-04-29,43.57445526123047,11.489999771118164,4.03000020980835,30.49772834777832,48.65435028076172,0.04766999930143356
2014-04-30,43.42637252807617,11.770000457763672,4.090000152587891,30.43573760986328,49.8129768371582,0.04766999930143356
2014-05-01,43.452491760253906,11.649999618530273,4.199999809265137,30.258625030517578,49.45846939086914,0.04332999885082245
2014-05-02,43.461204528808594,11.470000267028809,4.119999885559082,30.710250854492188,49.73516082763672,0.04332999885082245
2014-05-05,43.678993225097656,11.720000267028809,4.090000152587891,30.170080184936523,49.467105865478516,0.046939998865127563
2014-05-06,43.39151382446289,11.210000038146973,4.010000228881836,29.966405868530273,49.02614974975586,0.046939998865127563
2014-05-07,43.530906677246094,11.220000267028809,3.9700000286102295,30.09923553466797,49.164493560791016,0.046939998865127563
2014-05-08,43.548336029052734,10.880000114440918,3.930000066757202,29.966405868530273,49.21635437011719,0.046939998865127563
2014-05-09,44.12327194213867,10.930000305175781,3.869999885559082,30.028398513793945,49.44118118286133,0.04332999885082245
2014-05-12,44.802764892578125,11.210000038146973,3.9700000286102295,30.896215438842773,50.36634826660156,0.04332999885082245
