Date,AAPL,MSFT,GOOGL,AMZN,FB,TSLA
2014-07-02,20.699626922607422,35.7314338684082,29.538999557495117,16.642499923706055,,15.295332908630371
2014-07-03,20.8214168548584,35.64615249633789,29.65399932861328,16.874500274658203,,15.283332824707031
2014-07-07,21.250995635986328,35.80818557739258,29.538000106811523,16.677499771118164,,14.843999862670898
2014-07-08,21.113704681396484,35.62910079956055,28.920000076293945,16.190500259399414,,14.604666709899902
2014-07-09,21.12256622314453,35.53528594970703,29.167999267578125,16.49850082397461,,14.870667457580566
2014-07-10,21.045068740844727,35.55234146118164,29.00200080871582,16.395999908447266,,14.630666732788086
2014-07-11,21.084918975830078,35.893463134765625,29.332500457763672,17.309999465942383,,14.541999816894531
2014-07-14,21.357290267944336,35.93608856201172,29.71299934387207,17.766000747680664,,15.113332748413086
2014-07-15,21.107065200805664,36.20045471191406,29.652999877929688,17.722000122070312,,14.638667106628418
2014-07-16,20.98748779296875,37.59048843383789,29.5310001373291,17.795000076293945,,14.477333068847656
2014-07-17,20.613264083862305,37.9742431640625,29.041000366210938,17.622499465942383,,14.359999656677246
2014-07-18,20.90998649597168,38.110687255859375,30.25550079345703,17.933000564575195,,14.668000221252441
2014-07-21,20.801490783691406,38.23859405517578,29.922000885009766,17.988000869750977,,14.702667236328125
2014-07-22,20.97420310974121,38.23006820678711,30.178499221801758,18.04199981689453,,14.638667106628418
2014-07-23,21.521142959594727,38.264198303222656,30.25950050354004,17.906999588012695,,14.832667350769043
2014-07-24,21.485721588134766,37.863380432128906,30.15049934387207,17.930500030517578,,14.902667045593262
2014-07-25,21.627426147460938,37.94865417480469,29.90399932861328,16.20050048828125,,14.904666900634766
2014-07-28,21.926372528076172,37.49668502807617,29.951000213623047,16.02050018310547,,14.98799991607666
2014-07-29,21.784650802612305,37.428462982177734,29.697500228881836,16.0,,15.000666618347168
2014-07-30,21.73371696472168,37.164093017578125,29.77199935913086,16.125499725341797,,15.261333465576172
2014-07-31,21.169069290161133,36.80593490600586,28.977500915527344,15.649499893188477,,14.886667251586914
2014-08-01,21.28642463684082,36.550086975097656,28.68000030517578,15.352999687194824,,15.5513334274292
2014-08-04,21.16684913635254,36.985008239746094,29.113500595092773,15.682499885559082,,15.90133285522461
2014-08-05,21.062774658203125,36.73771286010742,28.656999588012695,15.616000175476074,,15.899333000183105
2014-08-06,21.02735137939453,36.44776916503906,28.72450065612793,15.694499969482422,,16.595333099365234
2014-08-07,21.025127410888672,36.86561965942383,28.590499877929688,15.572500228881836,,16.826000213623047
2014-08-08,21.082984924316406,36.84005355834961,28.89699935913086,15.84000015258789,,16.54199981689453
2014-08-11,21.361156463623047,36.84005355834961,28.862499237060547,15.916500091552734,,17.288000106811523
2014-08-12,21.356698989868164,37.11294174194336,28.606000900268555,15.965999603271484,,17.33066749572754
2014-08-13,21.639320373535156,37.59048843383789,29.22800064086914,16.31399917602539,,17.354000091552734
2014-08-14,21.697181701660156,37.75252914428711,29.232500076293945,16.660499572753906,,17.42533302307129
2014-08-15,21.80399513244629,38.195960998535156,29.18549919128418,16.681499481201172,,17.46733283996582
2014-08-18,22.06658935546875,38.46884536743164,29.635000228881836,16.726499557495117,,17.32933235168457
2014-08-19,22.371458053588867,38.89790344238281,29.855499267578125,16.756500244140625,,17.117332458496094
2014-08-20,22.38036346435547,38.57182312011719,29.77050018310547,16.788999557495117,,17.047332763671875
2014-08-21,22.38258934020996,38.80352020263672,29.621000289916992,16.64550018310547,,16.95599937438965
2014-08-22,22.54726219177246,38.74345397949219,29.62700080871582,16.579500198364258,,17.118667602539062
2014-08-25,22.596216201782227,38.760616302490234,29.528499603271484,16.701000213623047,,17.503332138061523
2014-08-26,22.451568603515625,38.623321533203125,29.4060001373291,17.09149932861328,,17.44933319091797
2014-08-27,22.72751235961914,38.503177642822266,29.149999618530273,17.159000396728516,,17.549999237060547
2014-08-28,22.75422477722168,38.51175308227539,29.016000747680664,17.000999450683594,,17.590667724609375
2014-08-29,22.809852600097656,38.983707427978516,29.118000030517578,16.95199966430664,,17.979999542236328
2014-09-02,22.987884521484375,38.69195556640625,29.431499481201172,17.118999481201172,,18.941333770751953
2014-09-03,22.01763343811035,38.58040237426758,29.47599983215332,16.950000762939453,,18.746000289916992
2014-09-04,21.83515167236328,38.83782958984375,29.656999588012695,17.297500610351562,,19.069332122802734
2014-09-05,22.02430534362793,39.39560317993164,29.888999938964844,17.319000244140625,,18.492666244506836
2014-09-08,21.888559341430664,39.87614822387695,30.081499099731445,17.117000579833984,,18.80733299255371
2014-09-09,21.806222915649414,40.125003814697266,29.598499298095703,16.487499237060547,,18.565332412719727
2014-09-10,22.476062774658203,40.19365310668945,29.67099952697754,16.566499710083008,,18.739999771118164
2014-09-11,22.571739196777344,40.3309326171875,29.555500030517578,16.525999069213867,,18.687332153320312
2014-09-12,22.622922897338867,40.07350540161133,29.2450008392334,16.559499740600586,,18.613332748413086
2014-09-15,22.616247177124023,39.678775787353516,29.082000732421875,16.194499969482422,,16.923999786376953
2014-09-16,22.444900512695312,40.125003814697266,29.43899917602539,16.38800048828125,,17.382667541503906
2014-09-17,22.605119705200195,39.919044494628906,29.664499282836914,16.200000762939453,,17.42533302307129
2014-09-18,22.6518611907959,40.05635452270508,29.863500595092773,16.25,,17.58799934387207
2014-09-19,22.46714973449707,40.77714538574219,30.270000457763672,16.56599998474121,,17.288000106811523
2014-09-22,22.489404678344727,40.38243103027344,29.863500595092773,16.225000381469727,,16.66866683959961
2014-09-23,22.84100914001465,39.9533805847168,29.55900001525879,16.181499481201172,,16.694000244140625
2014-09-24,22.64295768737793,40.39959716796875,29.92099952697754,16.410499572753906,,16.80933380126953
2014-09-25,21.779518127441406,39.50716018676758,29.262500762939453,16.096500396728516,,16.463333129882812
2014-09-26,22.420419692993164,39.82465362548828,29.395000457763672,16.160499572753906,,16.440000534057617
2014-09-29,22.277999877929688,39.85038757324219,29.390499114990234,16.090999603271484,,16.35066795349121
2014-09-30,22.420419692993164,39.78175735473633,29.420499801635742,16.121999740600586,,16.178667068481445
2014-10-01,22.0710391998291,39.38701248168945,28.98150062561035,15.873000144958496,,16.016000747680664
2014-10-02,22.231260299682617,39.26688766479492,29.04400062561035,15.920499801635742,,16.761333465576172
2014-10-03,22.168956756591797,39.550071716308594,29.3125,16.136999130249023,,17.013999938964844
2014-10-06,22.168956756591797,39.550071716308594,29.388999938964844,16.110000610351562,,17.374666213989258
2014-10-07,21.97535514831543,39.06952667236328,28.704999923706055,15.848999977111816,,17.30466651916504
2014-10-08,22.431554794311523,40.14215087890625,29.187000274658203,16.135000228881836,,17.28533363342285
2014-10-09,22.480501174926758,39.344112396240234,28.54050064086914,15.768500328063965,,17.134000778198242
2014-10-10,22.415966033935547,37.78236389160156,27.75950050354004,15.569499969482422,,15.793999671936035
2014-10-13,22.21123504638672,37.45628356933594,27.237499237060547,15.322500228881836,,14.97266674041748
2014-10-14,21.97535514831543,37.52494812011719,27.434499740600586,15.415499687194824,,15.137332916259766
2014-10-15,21.70608139038086,37.08730697631836,27.036500930786133,15.298500061035156,,15.313332557678223
2014-10-16,21.421234130859375,36.675418853759766,26.84600067138672,15.142999649047852,,15.09000015258789
2014-10-17,21.73500633239746,37.43912887573242,26.148500442504883,15.182000160217285,,15.165332794189453
2014-10-20,22.200111389160156,37.825279235839844,26.618999481201172,15.310500144958496,,15.364666938781738
2014-10-21,22.80317497253418,38.51175308227539,26.901500701904297,15.766500473022461,,15.689332962036133
2014-10-22,22.918893814086914,38.08269500732422,27.13450050354004,15.648500442504883,,15.40666675567627
2014-10-23,23.32836151123047,38.63188934326172,27.6825008392334,15.659000396728516,,15.685999870300293
2014-10-24,23.415149688720703,39.58439254760742,27.44499969482422,14.352999687194824,,15.682666778564453
2014-10-27,23.390670776367188,39.39560317993164,27.493999481201172,14.498499870300293,,14.777999877929688
2014-10-28,23.75340461730957,39.893310546875,27.94700050354004,14.779500007629395,,16.184667587280273
2014-10-29,23.886920928955078,40.00484848022461,27.922500610351562,14.706000328063965,,15.873332977294922
2014-10-30,23.80681800842285,39.515743255615234,28.013500213623047,14.953499794006348,,15.910667419433594
2014-10-31,24.03380012512207,40.28803253173828,28.39349937438965,15.27299976348877,,16.113332748413086
2014-11-03,24.345346450805664,40.70849609375,28.188499450683594,15.28600025177002,,16.172666549682617
2014-11-04,24.16731834411621,40.82007598876953,28.20949935913086,15.14050006866455,,15.928667068481445
2014-11-05,24.225175857543945,41.068912506103516,27.797500610351562,14.826000213623047,,15.39799976348877
2014-11-06,24.294464111328125,41.78971481323242,27.58449935913086,14.831999778747559,,16.08133316040039
2014-11-07,24.36374855041504,41.772544860839844,27.590999603271484,14.993000030517578,,16.01333236694336
2014-11-10,24.323522567749023,41.952762603759766,27.911500930786133,15.255499839782715,,16.1286678314209
2014-11-11,24.517963409423828,41.935585021972656,28.06450080871582,15.600500106811523,,16.738666534423828
2014-11-12,24.864389419555664,41.85837173461914,27.912500381469727,15.575499534606934,,16.606666564941406
2014-11-13,25.215282440185547,42.570594787597656,27.82200050354004,15.824000358581543,,16.780000686645508
2014-11-14,25.51924705505371,42.54484939575195,27.75950050354004,16.391000747680664,,17.245332717895508
2014-11-17,25.476781845092773,42.44187545776367,27.332000732421875,16.15250015258789,,16.93199920654297
2014-11-18,25.807559967041016,42.08784103393555,27.225500106811523,16.24650001525879,,17.18000030517578
2014-11-19,25.62875747680664,41.6388053894043,27.360000610351562,16.32699966430664,,16.516000747680664
2014-11-20,25.995302200317383,42.053287506103516,27.187999725341797,16.527000427246094,,16.58066749572754
2014-11-21,26.031064987182617,41.43155288696289,27.29450035095215,16.631500244140625,,16.185333251953125
2014-11-24,26.51381492614746,41.094791412353516,27.374000549316406,16.781999588012695,,16.447999954223633
2014-11-25,26.283618927001953,40.99116134643555,27.46150016784668,16.75200080871582,,16.53933334350586
2014-11-26,26.596508026123047,41.23295974731445,27.386499404907227,16.678499221801758,,16.562667846679688
2014-11-28,26.580869674682617,41.284767150878906,27.45400047302246,16.93199920654297,,16.301332473754883
2014-12-01,25.71816062927246,41.984214782714844,26.982500076293945,16.299999237060547,,15.442667007446289
2014-12-02,25.619815826416016,41.84605026245117,26.929500579833984,16.315500259399414,,15.428667068481445
2014-12-03,25.910371780395508,41.51791000366211,26.848499298095703,15.824999809265137,,15.286666870117188
2014-12-04,25.812030792236328,42.17418670654297,27.128999710083008,15.846500396728516,,15.218667030334473
2014-12-05,25.702510833740234,41.811500549316406,26.40399932861328,15.631500244140625,,14.913999557495117
2014-12-08,25.121416091918945,41.18977737426758,26.536500930786133,15.331999778747559,,14.290666580200195
2014-12-09,25.505834579467773,41.094791412353516,26.805500030517578,15.625,,14.459333419799805
2014-12-10,25.020841598510742,40.498958587646484,26.402000427246094,15.291999816894531,,13.989333152770996
2014-12-11,24.947084426879883,40.73210525512695,26.605499267578125,15.368000030517578,,13.925333023071289
2014-12-12,24.5246639251709,40.54214096069336,26.07550048828125,15.366000175476074,,13.800000190734863
2014-12-15,24.18941879272461,40.30035400390625,25.79199981689453,15.303500175476074,,13.602666854858398
2014-12-16,23.858644485473633,38.99644470214844,24.908000946044922,14.753000259399414,,13.187333106994629
2014-12-17,24.453153610229492,39.497291564941406,25.322500228881836,14.944000244140625,,13.721332550048828
2014-12-18,25.177291870117188,41.034339904785156,25.731000900268555,14.886500358581543,,14.550666809082031
2014-12-19,24.982845306396484,41.15523147583008,26.00200080871582,14.994999885559082,,14.619333267211914
2014-12-22,25.242103576660156,41.43155288696289,26.614999771118164,15.32699966430664,,14.84000015258789
2014-12-23,25.152706146240234,41.83740997314453,26.938499450683594,15.314499855041504,,14.731332778930664
2014-12-24,25.03424835205078,41.56972122192383,26.846500396728516,15.15149974822998,,14.817333221435547
2014-12-26,25.476781845092773,41.34519958496094,27.076000213623047,15.454500198364258,,15.187999725341797
2014-12-29,25.458900451660156,40.97389221191406,26.86549949645996,15.60200023651123,,15.047332763671875
2014-12-30,25.14823341369629,40.602596282958984,26.763999938964844,15.515000343322754,,14.815333366394043
2014-12-31,24.669946670532227,40.110374450683594,26.533000946044922,15.517499923706055,,14.827333450317383
2015-01-02,24.43526268005371,40.378074645996094,26.477500915527344,15.425999641418457,,14.620667457580566
2015-01-05,23.74688720703125,40.006771087646484,25.972999572753906,15.10949993133545,,14.005999565124512
2015-01-06,23.749120712280273,39.41956329345703,25.332000732421875,14.76449966430664,,14.085332870483398
2015-01-07,24.08213996887207,39.920406341552734,25.25749969482422,14.920999526977539,,14.063332557678223
2015-01-08,25.007427215576172,41.094791412353516,25.345500946044922,15.02299976348877,,14.041333198547363
2015-01-09,25.03424835205078,40.74938201904297,25.035999298095703,14.846500396728516,,13.77733325958252
2015-01-12,24.417388916015625,40.23992156982422,24.85300064086914,14.570500373840332,,13.480667114257812
2015-01-13,24.634191513061523,40.03266525268555,25.09000015258789,14.737000465393066,,13.616666793823242
2015-01-14,24.540313720703125,39.687259674072266,25.296499252319336,14.66349983215332,,12.845999717712402
2015-01-15,23.87428092956543,39.272769927978516,25.20050048828125,14.34749984741211,,12.791333198547363
2015-01-16,23.688783645629883,39.929039001464844,25.523000717163086,14.536999702453613,,12.871333122253418
2015-01-20,24.29893684387207,40.05856704711914,25.496999740600586,14.472000122070312,,12.795332908630371
2015-01-21,24.48443603515625,39.652713775634766,26.019500732421875,14.862500190734863,,13.104666709899902
2015-01-22,25.121416091918945,40.69758224487305,26.864999771118164,15.515999794006348,,13.441332817077637
2015-01-23,25.25104331970215,40.74074172973633,27.09749984741211,15.619500160217285,,13.419333457946777
2015-01-26,25.277864456176758,40.593955993652344,26.836000442504883,15.482999801635742,,13.770000457763672
2015-01-27,24.392812728881836,36.837646484375,26.059499740600586,15.337499618530273,,13.732000350952148
2015-01-28,25.77179718017578,35.56828308105469,25.62150001525879,15.195500373840332,,13.291333198547363
2015-01-29,26.574167251586914,36.276363372802734,25.661500930786133,15.58899974822998,,13.680000305175781
2015-01-30,26.185274124145508,34.886104583740234,26.877500534057617,17.726499557495117,,13.573332786560059
2015-02-02,26.51381492614746,35.645999908447266,26.610000610351562,18.223499298095703,,14.062666893005371
2015-02-03,26.518291473388672,35.922306060791016,26.665000915527344,18.177499771118164,,14.557332992553711
2015-02-04,26.7216739654541,36.129573822021484,26.30500030517578,18.237499237060547,,14.569999694824219
2015-02-05,26.91240119934082,36.65631103515625,26.491500854492188,18.694499969482422,,14.732666969299316
2015-02-06,26.68577003479004,36.621761322021484,26.694000244140625,18.714000701904297,,14.490667343139648
2015-02-09,26.863039016723633,36.578590393066406,26.464000701904297,18.527999877929688,,14.498666763305664
2015-02-10,27.37911033630371,36.785823822021484,27.007999420166016,18.649999618530273,,14.419333457946777
2015-02-11,28.020849227905273,36.59586715698242,26.899999618530273,18.756999969482422,,14.186667442321777
2015-02-12,28.3753719329834,37.20895004272461,27.300500869750977,18.85849952697754,,13.525333404541016
2015-02-13,28.514488220214844,37.88249969482422,27.558000564575195,19.09149932861328,,13.584667205810547
2015-02-17,28.682777404785156,37.89990234375,27.250499725341797,18.771499633789062,,13.623332977294922
2015-02-18,28.882484436035156,37.85641098022461,27.13249969482422,18.668500900268555,,13.630666732788086
2015-02-19,28.821889877319336,37.830326080322266,27.322500228881836,18.950000762939453,,14.11400032043457
2015-02-20,29.057493209838867,38.143402099609375,27.09000015258789,19.183000564575195,,14.473999977111816
2015-02-23,29.842832565307617,38.395599365234375,26.75,19.006999969482422,,13.822667121887207
2015-02-24,29.656591415405273,38.34342956542969,26.9325008392334,18.929500579833984,,13.607333183288574
2015-02-25,28.89818000793457,38.25646209716797,27.366500854492188,19.26849937438965,,13.583999633789062
2015-02-26,29.26392936706543,38.31732940673828,27.964500427246094,19.239999771118164,,13.812666893005371
2015-02-27,28.824140548706055,38.13470458984375,28.131500244140625,19.007999420166016,,13.555999755859375
2015-03-02,28.96550178527832,38.16079330444336,28.750999450683594,19.283000946044922,,13.155332565307617
2015-03-03,29.026084899902344,37.63899230957031,28.93950080871582,19.230499267578125,,13.303999900817871
2015-03-04,28.84208106994629,37.44767379760742,28.916500091552734,19.13599967956543,,13.496000289916992
2015-03-05,28.364158630371094,37.491146087646484,29.071500778198242,19.39150047302246,,13.375332832336426
2015-03-06,28.406780242919922,36.83891296386719,28.645000457763672,19.004499435424805,,12.925333023071289
2015-03-09,28.527950286865234,37.26504898071289,28.704999923706055,18.92799949645996,,12.725333213806152
2015-03-10,27.937822341918945,36.551918029785156,27.99250030517578,18.475500106811523,,12.687999725341797
2015-03-11,27.4284725189209,36.50844192504883,27.784500122070312,18.318500518798828,,12.916000366210938
2015-03-12,27.924367904663086,35.673561096191406,28.058500289916992,18.711999893188477,,12.73799991607666
2015-03-13,27.73139762878418,35.98664474487305,27.649999618530273,18.52899932861328,,12.578666687011719
2015-03-16,28.03655433654785,36.14318084716797,28.082000732421875,18.667499542236328,,13.046667098999023
2015-03-17,28.505510330200195,36.26493453979492,27.88050079345703,18.59600067138672,,12.982000350952148
2015-03-18,28.826379776000977,36.96065902709961,28.308000564575195,18.756999969482422,,13.380666732788086
2015-03-19,28.608726501464844,36.77804183959961,28.183500289916992,18.66200065612793,,13.043333053588867
2015-03-20,28.24972152709961,37.2911262512207,28.247499465942383,18.92449951171875,,13.20533275604248
2015-03-23,28.54365348815918,37.273746490478516,28.26849937438965,18.75550079345703,,13.308667182922363
2015-03-24,28.426979064941406,37.30852508544922,28.87700080871582,18.704500198364258,,13.447999954223633
2015-03-25,27.684276580810547,36.05621337890625,28.350000381469727,18.54800033569336,,12.953332901000977
2015-03-26,27.87724494934082,35.83879470825195,28.18199920654297,18.36750030517578,,12.694000244140625
2015-03-27,27.655101776123047,35.63007736206055,27.877500534057617,18.527999877929688,,12.333333015441895
2015-03-30,28.355180740356445,35.62137985229492,28.05699920654297,18.72949981689453,,12.704667091369629
2015-03-31,27.919876098632812,35.36048126220703,27.735000610351562,18.604999542236328,,12.584667205810547
2015-04-01,27.879486083984375,35.412662506103516,27.47450065612793,18.51300048828125,,12.505999565124512
2015-04-02,28.119577407836914,35.03871154785156,27.065500259399414,18.612499237060547,,12.733332633972168
2015-04-06,28.5750675201416,36.13447952270508,27.197500228881836,18.851999282836914,,13.539999961853027
2015-04-07,28.274396896362305,36.11708450317383,27.243000030517578,18.720500946044922,,13.550000190734863
2015-04-08,28.182403564453125,36.02141571044922,27.441999435424805,19.059999465942383,,13.844667434692383
2015-04-09,28.397808074951172,36.07360076904297,27.400999069213867,19.177000045776367,,14.005999565124512
2015-04-10,28.518970489501953,36.28232955932617,27.427000045776367,19.13249969482422,,14.0600004196167
2015-04-13,28.462879180908203,36.31711196899414,27.43199920654297,19.118000030517578,,13.985333442687988
2015-04-14,28.33946990966797,36.2214469909668,26.98900032043457,19.25550079345703,,13.830666542053223
2015-04-15,28.447174072265625,36.75193405151367,27.052000045776367,19.172500610351562,,13.85533332824707
2015-04-16,28.3102970123291,36.664974212646484,27.176000595092773,19.302000045776367,,13.779999732971191
2015-04-17,27.991680145263672,36.19534683227539,26.636999130249023,18.777999877929688,,13.78600025177002
2015-04-20,28.63116455078125,37.317222595214844,27.226499557495117,19.475500106811523,,13.684666633605957
2015-04-21,28.476343154907227,37.08240509033203,27.145999908447266,19.55900001525879,,13.96066665649414
2015-04-22,28.86003303527832,37.38679504394531,27.458999633789062,19.489999771118164,,14.629332542419434
2015-04-23,29.09564208984375,37.691165924072266,27.87299919128418,19.499500274658203,,14.573332786560059
2015-04-24,29.232515335083008,41.6307487487793,28.683000564575195,22.2549991607666,,14.562000274658203
2015-04-27,29.764297485351562,41.7698860168457,28.305999755859375,21.92799949645996,,15.436667442321777
2015-04-28,29.29534149169922,42.75260925292969,28.2185001373291,21.465499877929688,,15.36533260345459
2015-04-29,28.864524841308594,42.6656608581543,28.069499969482422,21.4685001373291,,15.49666690826416
2015-04-30,28.081438064575195,42.300392150878906,27.438499450683594,21.089000701904297,,15.069999694824219
2015-05-01,28.934085845947266,42.317787170410156,27.558000564575195,21.14349937438965,,15.0686674118042
2015-05-04,28.877988815307617,41.95253372192383,27.642000198364258,21.152000427246094,,15.36733341217041
2015-05-05,28.227275848388672,41.395938873291016,27.152000427246094,21.059499740600586,,15.529999732971191
2015-05-06,28.050016403198242,40.24799346923828,26.753999710083008,20.954999923706055,,15.362000465393066
2015-05-07,28.2235164642334,40.613250732421875,27.101999282836914,21.3439998626709,,15.786666870117188
2015-05-08,28.755268096923828,41.52638626098633,27.447500228881836,21.684499740600586,,15.77400016784668
2015-05-11,28.46235466003418,41.195926666259766,27.288999557495117,21.642499923706055,,15.965999603271484
2015-05-12,28.360963821411133,41.17852020263672,26.936500549316406,21.551000595092773,,16.31599998474121
2015-05-13,28.392499923706055,41.422035217285156,26.97450065612793,21.3435001373291,,16.211999893188477
2015-05-14,29.054946899414062,42.36996841430664,27.459999084472656,21.61400032043457,,16.273332595825195
2015-05-15,29.01439094543457,42.004695892333984,27.324499130249023,21.299999237060547,,16.589332580566406
2015-05-18,29.334339141845703,41.75249481201172,27.333499908447266,21.261999130249023,,16.583332061767578
2015-05-19,29.30730628967285,41.647464752197266,27.464000701904297,21.085500717163086,,16.47599983215332
2015-05-20,29.305044174194336,41.647464752197266,27.625499725341797,21.19300079345703,,16.290000915527344
2015-05-21,29.60472297668457,41.50741195678711,27.840499877929688,21.581499099731445,,16.374666213989258
2015-05-22,29.863840103149414,41.0522575378418,27.72599983215332,21.381500244140625,,16.51533317565918
2015-05-26,29.205902099609375,40.78091049194336,27.359500885009766,21.273500442504883,,16.497333526611328
2015-05-27,29.75118064880371,41.673728942871094,27.712499618530273,21.570999145507812,,16.495332717895508
2015-05-28,29.692596435546875,41.5336799621582,27.708999633789062,21.328500747680664,,16.76333236694336
2015-05-29,29.354618072509766,41.017250061035156,27.266000747680664,21.46150016784668,,16.719999313354492
2015-06-01,29.4132022857666,41.34109878540039,27.460500717163086,21.54599952697754,,16.6299991607666
2015-06-02,29.282516479492188,41.069759368896484,27.697500228881836,21.54949951171875,,16.55666732788086
2015-06-03,29.318567276000977,41.00847244262695,27.76449966430664,21.829500198364258,,16.599332809448242
2015-06-04,29.147327423095703,40.579593658447266,27.58449935913086,21.538999557495117,,16.39466667175293
2015-06-05,28.98735237121582,40.38700866699219,27.476499557495117,21.34749984741211,,16.609333038330078
